Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSG00000187922	LCN10	protein_coding	5190	4263
ENSG00000256189	RP11-167N4.5	pseudogene	898	898
ENSG00000090470	PDCD7	protein_coding	16458	3263
ENSG00000173302	GPR148	protein_coding	1267	1267
ENSG00000007545	CRAMP1L	protein_coding	65584	8427
ENSG00000007541	PIGQ	protein_coding	17142	6869
ENSG00000187950	OVCH1	protein_coding	85213	3958
ENSG00000100325	ASCC2	protein_coding	49675	5394
ENSG00000187953	PMS2CL	pseudogene	43735	3879
ENSG00000187954	CYHR1	protein_coding	16096	9787
ENSG00000100324	TAB1	protein_coding	37320	4456
ENSG00000187951	ARHGAP11B	protein_coding	148500	9184
ENSG00000089486	CDIP1	protein_coding	28154	4268
ENSG00000100321	SYNGR1	protein_coding	35664	6945
ENSG00000187952	HS6ST1P1	pseudogene	1235	1235
ENSG00000187957	DNER	protein_coding	356930	3935
ENSG00000163982	OTOP1	protein_coding	38087	1864
ENSG00000100320	RBFOX2	protein_coding	289691	10014
ENSG00000187955	COL14A1	protein_coding	312257	8568
ENSG00000114956	DGUOK	protein_coding	32136	1455
ENSG00000100319	ZMAT5	protein_coding	36056	3315
ENSG00000100316	RPL3	protein_coding	7508	4787
ENSG00000100314	CABP7	protein_coding	11756	3259
ENSG00000187942	LDLRAD2	protein_coding	12957	4490
ENSG00000100312	ACR	protein_coding	7139	2059
ENSG00000100311	PDGFB	protein_coding	21393	3761
ENSG00000163993	S100P	protein_coding	4102	1280
ENSG00000187944	C2orf66	protein_coding	5275	1669
ENSG00000163995	ABLIM2	protein_coding	193521	6048
ENSG00000089472	HEPH	protein_coding	106319	7113
ENSG00000232183	RP6-27P15.2	antisense	267	142
ENSG00000256150	RP11-885B4.1	lincRNA	29283	220
ENSG00000232184	RP11-370K11.1	sense_intronic	37965	389
ENSG00000256151	RP11-76C10.5	lincRNA	3839	1277
ENSG00000114904	NEK4	protein_coding	60166	4056
ENSG00000256152	RP11-463O12.3	lincRNA	1687	484
ENSG00000114902	SPCS1	protein_coding	3212	2344
ENSG00000173320	STOX2	protein_coding	170096	10952
ENSG00000232180	SLC44A4	protein_coding	15850	3369
ENSG00000173327	MAP3K11	protein_coding	17628	10564
ENSG00000271792	CTB-35F21.5	lincRNA	168	168
ENSG00000007520	TSR3	protein_coding	2672	1243
ENSG00000271790	SNORA74	snoRNA	201	201
ENSG00000271799	ANKRD53	protein_coding	7117	2523
ENSG00000256159	RP11-820K3.4	pseudogene	482	482
ENSG00000271797	CTC-428G20.6	antisense	944	944
ENSG00000232189	TMEM183AP1	pseudogene	290	290
ENSG00000271798	SNORA51	snoRNA	132	132
ENSG00000271795	CTC-251D13.1	antisense	3317	3317
ENSG00000232187	FTH1P7	pseudogene	552	552
ENSG00000187979	AC008079.9	antisense	27878	1859
ENSG00000232188	RP11-312J18.6	lincRNA	2642	575
ENSG00000256155	RP11-277P12.9	lincRNA	2582	562
ENSG00000271796	snoU13	snoRNA	77	77
ENSG00000232185	CNOT7P2	pseudogene	832	832
ENSG00000271793	RP11-321N4.5	protein_coding	57257	835
ENSG00000271794	snoU13	snoRNA	107	107
ENSG00000232186	RP11-311P8.2	pseudogene	1228	1228
ENSG00000256157	RP11-80N2.2	pseudogene	196	196
ENSG00000232194	RP1-313L4.3	antisense	819	718
ENSG00000232195	TOMM22P2	pseudogene	237	237
ENSG00000232192	RP11-62I21.1	antisense	28058	810
ENSG00000187959	CPSF4L	protein_coding	13904	1528
ENSG00000256142	AL513327.1	pseudogene	1346	1345
ENSG00000232193	AL157359.4	lincRNA	17926	784
ENSG00000232190	RP11-134D3.1	processed_transcript	6208	4083
ENSG00000173334	TRIB1	protein_coding	8085	4138
ENSG00000173335	CST9	protein_coding	3467	1592
ENSG00000007516	BAIAP3	protein_coding	15838	6143
ENSG00000173338	KCNK7	protein_coding	3142	1563
ENSG00000187961	KLHL17	protein_coding	5129	3395
ENSG00000256148	RP11-809N8.5	pseudogene	163	163
ENSG00000256149	RP11-357K6.3	lincRNA	59577	570
ENSG00000232198	RP4-633H17.2	pseudogene	607	607
ENSG00000256143	Z95704.5	pseudogene	1458	1452
ENSG00000232199	RPL3P8	pseudogene	1191	1191
ENSG00000187969	ZCCHC13	protein_coding	844	844
ENSG00000232196	MTRNR2L4	protein_coding	1231	1231
ENSG00000232197	RP11-302L19.1	antisense	511	429
ENSG00000256146	RP11-319E16.2	lincRNA	3387	3387
ENSG00000256172	RP11-473M14.3	lincRNA	1562	741
ENSG00000114923	SLC4A3	protein_coding	14654	5091
ENSG00000256171	GCSHP4	pseudogene	1530	439
ENSG00000271769	RP11-216P16.2	antisense	783	783
ENSG00000197312	DDI2	protein_coding	51545	12136
ENSG00000173349	SFT2D3	protein_coding	2789	2789
ENSG00000197309	OR10D3	protein_coding	1030	1030
ENSG00000187990	HIST1H2BG	protein_coding	445	445
ENSG00000271770	Metazoa_SRP	misc_RNA	290	290
ENSG00000187994	RINL	protein_coding	10450	4205
ENSG00000187997	C17orf99	protein_coding	19825	2763
ENSG00000271778	RP11-379F4.8	sense_intronic	578	578
ENSG00000271776	RP11-52L5.6	antisense	3491	3491
ENSG00000256176	RP11-627K11.3	pseudogene	413	316
ENSG00000271774	RP4-678D15.1	antisense	231296	724
ENSG00000187999	HNRNPA1P61	pseudogene	924	924
ENSG00000271771	RP11-1250I15.3	lincRNA	647	647
ENSG00000256178	AC004889.1	pseudogene	2626	2626
ENSG00000271772	VAX2	protein_coding	32857	1147
ENSG00000207194	RNU6-1026P	snRNA	108	108
ENSG00000207195	Y_RNA	misc_RNA	111	111
ENSG00000256162	SMLR1	protein_coding	9730	2512
ENSG00000207192	RNU6-649P	snRNA	107	107
ENSG00000207193	Y_RNA	misc_RNA	100	100
ENSG00000256164	CCND2-AS1	antisense	27420	555
ENSG00000207190	RNU6-809P	snRNA	107	107
ENSG00000207191	SNORD116-5	snoRNA	95	95
ENSG00000271779	RP11-87N3.6	pseudogene	253	253
ENSG00000197301	RP11-366L20.2	protein_coding	30828	6033
ENSG00000197302	ZNF720	protein_coding	81641	9816
ENSG00000173357	AC007967.3	pseudogene	9850	1193
ENSG00000207198	RNU6-1195P	snRNA	104	104
ENSG00000207199	SNORD38	snoRNA	69	69
ENSG00000207196	Y_RNA	misc_RNA	103	103
ENSG00000197308	GATA3-AS1	lincRNA	3035	2214
ENSG00000207197	SNORD116-12	snoRNA	92	92
ENSG00000271780	RP11-1017G21.5	lincRNA	1079	1079
ENSG00000271781	CTD-2589H19.6	antisense	791	791
ENSG00000187980	PLA2G2C	protein_coding	16172	3298
ENSG00000271788	CTD-2201E18.5	lincRNA	811	811
ENSG00000187987	ZSCAN23	protein_coding	11573	3283
ENSG00000271789	RP5-1112D6.7	lincRNA	1385	1385
ENSG00000187984	ANKRD19P	pseudogene	79306	2947
ENSG00000271786	RP11-139J15.7	protein_coding	12719	406
ENSG00000271787	RP11-254F7.3	antisense	446	446
ENSG00000271784	RP1-28H20.3	lincRNA	631	631
ENSG00000256166	XXbac-BPG248L24.13	lincRNA	7735	536
ENSG00000271782	RP5-850O15.4	lincRNA	279	279
ENSG00000187988	RP11-405L18.2	pseudogene	1169	1169
ENSG00000256167	ATF4P4	pseudogene	2136	2136
ENSG00000232140	AC073257.1	lincRNA	4367	523
ENSG00000271748	MIR92B	miRNA	96	96
ENSG00000271749	RP11-269G24.7	pseudogene	232	232
ENSG00000271746	RP1-202O8.3	antisense	837	837
ENSG00000197332	ZNF833P	lincRNA	46792	3386
ENSG00000197334	AC032027.1	pseudogene	229	228
ENSG00000173366	TLR9	protein_coding	10110	3804
ENSG00000173369	C1QB	protein_coding	8777	1601
ENSG00000232149	FERP1	pseudogene	793	793
ENSG00000271755	RP1-153G14.4	lincRNA	2955	2955
ENSG00000232148	FMO11P	pseudogene	29434	1370
ENSG00000256115	RP11-319E16.1	lincRNA	9155	1393
ENSG00000232145	RP11-307I2.1	pseudogene	426	426
ENSG00000256116	RP11-783K16.14	antisense	5139	1051
ENSG00000271753	BEND3	protein_coding	50088	6839
ENSG00000271754	RP3-337H4.9	antisense	545	545
ENSG00000232146	OR2B4P	pseudogene	943	943
ENSG00000271751	RP11-110I1.14	lincRNA	415	415
ENSG00000232143	GNL1	protein_coding	15798	8646
ENSG00000232144	PSAT1P2	pseudogene	972	972
ENSG00000271752	RP11-269M20.3	lincRNA	408	408
ENSG00000232141	ETF1P1	pseudogene	1291	984
ENSG00000232142	RP11-367H5.8	pseudogene	252	252
ENSG00000232150	ST13P4	pseudogene	1093	1093
ENSG00000232151	RP11-353N4.8	processed_transcript	27569	769
ENSG00000197320	AC060834.2	pseudogene	2046	2046
ENSG00000173372	C1QA	protein_coding	3103	1272
ENSG00000197321	SVIL	protein_coding	279444	10341
ENSG00000271757	RP11-111M22.5	sense_intronic	710	710
ENSG00000271758	RP11-35J10.5	lincRNA	178320	589
ENSG00000197322	C17orf102	protein_coding	5247	3997
ENSG00000197323	TRIM33	protein_coding	118383	9574
ENSG00000197324	LRP10	protein_coding	9968	7112
ENSG00000173376	NDNF	protein_coding	37409	3556
ENSG00000197329	PELI1	protein_coding	51803	4125
ENSG00000246792	RP11-68L18.1	antisense	10158	3808
ENSG00000246790	RP11-730K11.1	antisense	5683	2908
ENSG00000256108	RP13-672B3.5	pseudogene	574	574
ENSG00000271766	CTD-2195M15.3	lincRNA	443	443
ENSG00000232158	RP11-252O2.2	pseudogene	318	318
ENSG00000256103	RP1-96H9.5	pseudogene	267	267
ENSG00000232159	RAB9BP1	pseudogene	626	626
ENSG00000271767	AP002789.1	miRNA	69	69
ENSG00000232156	HLA-DRB2	pseudogene	14542	503
ENSG00000271764	MIR587	miRNA	96	96
ENSG00000271765	7SK	misc_RNA	301	301
ENSG00000232154	RP11-193H5.5	pseudogene	1127	1127
ENSG00000271762	RP11-213H15.4	lincRNA	1346	549
ENSG00000232155	AF277315.19	pseudogene	93	93
ENSG00000256100	AP000721.4	protein_coding	13727	559
ENSG00000271763	RP11-386M24.9	antisense	17106	446
ENSG00000256101	RP11-90D4.3	lincRNA	7739	851
ENSG00000271760	ADD2	protein_coding	160608	12673
ENSG00000232153	AC073218.3	lincRNA	2144	171
ENSG00000271761	XXbac-BPGBPG55C20.3	lincRNA	540	540
ENSG00000232161	RP11-548K12.7	pseudogene	208	208
ENSG00000232162	USP12-AS1	antisense	6281	268
ENSG00000232160	RAP2C-AS1	antisense	215716	3536
ENSG00000271726	CU442762.4	miRNA	82	82
ENSG00000271727	RP11-532F6.4	lincRNA	39197	423
ENSG00000197353	LYPD2	protein_coding	2385	594
ENSG00000271724	CTC-359M8.3	lincRNA	629	512
ENSG00000197355	UAP1L1	protein_coding	7039	5283
ENSG00000271725	RP11-761I4.4	3prime_overlapping_ncrna	6177	476
ENSG00000173389	IQCF1	protein_coding	8460	745
ENSG00000197358	BNIP3P1	pseudogene	1585	1585
ENSG00000256136	RP11-113C12.8	pseudogene	363	363
ENSG00000232169	ABCF1	protein_coding	25807	4340
ENSG00000271734	RP1-111B22.3	lincRNA	470	470
ENSG00000256137	RP11-174M13.2	lincRNA	16801	392
ENSG00000232167	AC137675.1	pseudogene	42	42
ENSG00000256138	RP11-127B1.1	pseudogene	673	673
ENSG00000271732	RP5-1182A14.5	lincRNA	339	339
ENSG00000232168	RP11-180D15.1	pseudogene	913	913
ENSG00000256139	RP11-968O1.5	sense_overlapping	14377	910
ENSG00000232165	RP5-905H7.6	pseudogene	893	893
ENSG00000232166	RP4-799P18.5	pseudogene	570	570
ENSG00000271730	RP11-787I22.3	antisense	644	644
ENSG00000256134	RP11-674J14.3	pseudogene	720	720
ENSG00000232163	RPLP1P13	pseudogene	639	299
ENSG00000232164	AC092669.3	lincRNA	9145	1679
ENSG00000232172	RP11-57C19.2	pseudogene	585	585
ENSG00000232173	OR2H5P	pseudogene	928	928
ENSG00000271739	U1	snRNA	126	126
ENSG00000232170	LINC00708	lincRNA	8975	916
ENSG00000173391	OLR1	protein_coding	13836	3055
ENSG00000256120	RP11-778H2.1	lincRNA	14695	710
ENSG00000271737	CTB-113I20.2	lincRNA	416	416
ENSG00000271738	RP11-137H2.6	lincRNA	2105	2105
ENSG00000197343	ZNF655	protein_coding	18048	8401
ENSG00000271735	RP1-60O19.1	lincRNA	70090	6610
ENSG00000271736	RP11-85G21.3	lincRNA	2353	629
ENSG00000197345	MRPL21	protein_coding	12560	2825
ENSG00000256125	RP5-944M2.4	pseudogene	331	331
ENSG00000271745	AC093668.3	miRNA	86	86
ENSG00000271742	RP4-680D5.9	lincRNA	256	256
ENSG00000232178	OR2J3	protein_coding	936	936
ENSG00000271743	CTD-2541M15.3	lincRNA	1595	1595
ENSG00000232179	RP11-100G15.2	pseudogene	132	132
ENSG00000256128	LINC00944	lincRNA	42625	1853
ENSG00000256121	AC010296.1	pseudogene	727	714
ENSG00000232176	RP11-146N23.1	pseudogene	712	712
ENSG00000271741	RP11-244H3.4	protein_coding	50209	3099
ENSG00000232177	MTND4P24	pseudogene	397	397
ENSG00000256122	AC093334.1	pseudogene	74	72
ENSG00000232174	CTB-164L20.1	pseudogene	636	636
ENSG00000232175	RP4-659I19.1	pseudogene	784	784
ENSG00000256124	LINC01152	lincRNA	8458	1221
ENSG00000271709	RP11-297J22.1	lincRNA	1026	708
ENSG00000197251	LINC00336	antisense	7233	2107
ENSG00000271706	hsa-mir-335	antisense	2634	2634
ENSG00000271707	ATP1B3P1	pseudogene	821	821
ENSG00000173281	PPP1R3B	protein_coding	15320	5776
ENSG00000197253	TPSB2	polymorphic_pseudogene	2943	1558
ENSG00000271704	CTC-575C13.1	pseudogene	578	578
ENSG00000197254	AP000445.1	pseudogene	6783	748
ENSG00000271705	RPL17P3	pseudogene	621	525
ENSG00000271702	RP11-63N3.2	pseudogene	433	275
ENSG00000173285	OR10K1	protein_coding	1073	1073
ENSG00000197256	KANK2	protein_coding	33525	7657
ENSG00000271703	QTRT1P1	pseudogene	1078	1078
ENSG00000207147	SNORA51	snoRNA	136	136
ENSG00000207148	Y_RNA	misc_RNA	102	102
ENSG00000197258	EIF4BP6	pseudogene	1828	1828
ENSG00000207145	SNORA18	snoRNA	132	132
ENSG00000207146	Y_RNA	misc_RNA	107	107
ENSG00000246740	CTD-2382E5.1	antisense	26332	2499
ENSG00000207144	RNU6-1297P	snRNA	104	104
ENSG00000207141	RNU6-802P	snRNA	101	101
ENSG00000207142	Y_RNA	misc_RNA	102	102
ENSG00000232109	AL022344.2	pseudogene	1049	1049
ENSG00000222783	RN7SKP212	misc_RNA	328	328
ENSG00000222784	RN7SKP91	misc_RNA	288	288
ENSG00000207149	RNU6-465P	snRNA	101	101
ENSG00000232105	RPL32P28	pseudogene	397	397
ENSG00000222787	AL645944.1	miRNA	104	104
ENSG00000232106	C6orf10	protein_coding	78885	2242
ENSG00000222788	RNU2-38P	snRNA	79	79
ENSG00000271711	RP11-392O18.2	pseudogene	616	616
ENSG00000232104	RP11-509J21.1	lincRNA	144924	890
ENSG00000271712	RP11-688D15.2	pseudogene	1019	1019
ENSG00000232101	AC108059.2	pseudogene	151	151
ENSG00000271710	RP11-312P12.3	pseudogene	367	367
ENSG00000232102	MTCO3P2	pseudogene	171	171
ENSG00000232100	RP11-152L7.2	lincRNA	15636	1728
ENSG00000271719	OR13Z2P	pseudogene	555	555
ENSG00000271717	CTD-3020H12.4	antisense	17496	348
ENSG00000197241	SLC2A7	protein_coding	23046	1539
ENSG00000271718	AC007040.8	antisense	62213	570
ENSG00000271715	CTD-2256P15.5	lincRNA	430	430
ENSG00000271716	RP11-169K17.4	antisense	3565	580
ENSG00000173295	FAM86B3P	pseudogene	16271	4870
ENSG00000271713	KIR2DL4	protein_coding	90022	1681
ENSG00000197245	FAM110D	protein_coding	3609	1524
ENSG00000271714	CTD-2377O17.1	antisense	1962	1962
ENSG00000207136	RNU6-769P	snRNA	104	104
ENSG00000207137	SNORD116-13	snoRNA	92	92
ENSG00000207134	RNU6-106P	snRNA	107	107
ENSG00000207135	RNU6-452P	snRNA	107	107
ENSG00000197249	SERPINA1	protein_coding	13947	4902
ENSG00000207132	Y_RNA	misc_RNA	102	102
ENSG00000207133	SNORD116-7	snoRNA	95	95
ENSG00000207130	SNORA24	snoRNA	135	135
ENSG00000222790	RNU4-14P	snRNA	122	122
ENSG00000207131	Y_RNA	misc_RNA	113	113
ENSG00000222791	RNU6-67P	snRNA	97	97
ENSG00000222792	RNU6-860P	snRNA	104	104
ENSG00000222795	RNU4-83P	snRNA	133	133
ENSG00000232118	BACH1-AS1	lincRNA	1208	241
ENSG00000232119	MCTS1	protein_coding	27065	2837
ENSG00000222796	RNU6-383P	snRNA	94	94
ENSG00000207138	RNU6-869P	snRNA	107	107
ENSG00000232116	RP11-187C18.2	lincRNA	3582	1205
ENSG00000207139	Y_RNA	misc_RNA	101	101
ENSG00000232117	LINC00384	lincRNA	7736	6852
ENSG00000232114	AC018693.5	pseudogene	860	530
ENSG00000271722	RP11-446E9.2	lincRNA	682	682
ENSG00000271723	MROH7-TTC4	protein_coding	100523	7090
ENSG00000232115	RP11-123G9.1	pseudogene	457	457
ENSG00000232112	TMA7	protein_coding	3950	1139
ENSG00000271720	RP13-941N14.1	lincRNA	12713	544
ENSG00000271721	RP11-337C18.9	antisense	2139	2139
ENSG00000232113	RP11-360D2.1	antisense	1362	381
ENSG00000232110	RP11-149I23.3	antisense	8361	1012
ENSG00000232111	RP11-126O22.1	pseudogene	11816	11812
ENSG00000197272	IL27	protein_coding	12690	1270
ENSG00000197273	GUCA2A	protein_coding	2028	569
ENSG00000197275	RAD54B	protein_coding	103150	5313
ENSG00000197279	ZNF165	protein_coding	8589	2107
ENSG00000207123	Y_RNA	misc_RNA	102	102
ENSG00000207124	RNU6-163P	snRNA	106	106
ENSG00000207121	RNU6-1230P	snRNA	108	108
ENSG00000246763	RGMB-AS1	antisense	3852	2344
ENSG00000207122	RNU6-591P	snRNA	106	106
ENSG00000207129	RNA5SP187	rRNA	119	119
ENSG00000232129	AC011385.2	pseudogene	201	195
ENSG00000207127	Y_RNA	misc_RNA	107	107
ENSG00000232127	PSORS1C2	protein_coding	1817	1152
ENSG00000232128	AC097374.4	pseudogene	613	613
ENSG00000207128	RNU6-729P	snRNA	107	107
ENSG00000232125	DYTN	protein_coding	66776	2140
ENSG00000232126	HLA-B	protein_coding	3387	2710
ENSG00000232124	AP001057.1	antisense	1407	799
ENSG00000232121	RP13-30A9.1	antisense	1824	499
ENSG00000232122	HCG4P8	pseudogene	980	980
ENSG00000232120	RP11-349P19.1	antisense	34985	525
ENSG00000197261	C6orf141	protein_coding	11508	3186
ENSG00000197262	CCL4L2	protein_coding	2054	2054
ENSG00000197263	OR8D2	protein_coding	1051	1051
ENSG00000197265	GTF2E2	protein_coding	79934	2595
ENSG00000207114	RNU6-348P	snRNA	107	107
ENSG00000246777	RP11-61A14.4	lincRNA	2989	2894
ENSG00000207115	RNU6-364P	snRNA	107	107
ENSG00000207112	SNORA25	snoRNA	134	134
ENSG00000207113	RNU6-16P	snRNA	107	107
ENSG00000207110	RNU1-106P	snRNA	164	164
ENSG00000246774	AC004051.2	lincRNA	13101	1951
ENSG00000207118	SNORD14D	snoRNA	87	87
ENSG00000207119	U3	snoRNA	208	208
ENSG00000207116	RNU6-31P	snRNA	108	108
ENSG00000232138	IFNWP5	pseudogene	588	588
ENSG00000207117	Y_RNA	misc_RNA	103	103
ENSG00000232139	LINC00867	lincRNA	7996	971
ENSG00000232136	DUXAP7	pseudogene	853	689
ENSG00000271701	RP11-438F14.10	pseudogene	454	454
ENSG00000232134	RPS15AP12	pseudogene	388	388
ENSG00000232135	RP3-461P17.6	pseudogene	219	219
ENSG00000232132	NDFIP2-AS1	antisense	3868	431
ENSG00000232133	IMPDH1P10	pseudogene	2512	1542
ENSG00000232130	RP11-143P4.2	lincRNA	32401	526
ENSG00000232131	NCOA7-AS1	antisense	21003	501
ENSG00000207183	RNU6-843P	snRNA	104	104
ENSG00000207184	Y_RNA	misc_RNA	88	88
ENSG00000207181	SNORA14B	snoRNA	135	135
ENSG00000207182	RNU1-44P	snRNA	163	163
ENSG00000197296	FITM2	protein_coding	8332	4597
ENSG00000207180	RNU6-411P	snRNA	107	107
ENSG00000246705	H2AFJ	protein_coding	3667	3667
ENSG00000197299	BLM	protein_coding	98302	6015
ENSG00000207189	Y_RNA	misc_RNA	102	102
ENSG00000207187	SNORA64	snoRNA	133	133
ENSG00000207188	RNU6-569P	snRNA	105	105
ENSG00000207185	RNU6-1157P	snRNA	106	106
ENSG00000207186	RNA5SP122	rRNA	108	108
ENSG00000222740	RNA5SP328	rRNA	109	109
ENSG00000222741	RNA5SP229	rRNA	99	99
ENSG00000222743	RNU6-1190P	snRNA	104	104
ENSG00000222744	RN7SKP166	misc_RNA	305	305
ENSG00000222747	RNA5SP25	rRNA	110	110
ENSG00000222749	AL021398.1	miRNA	93	93
ENSG00000197291	RAMP2-AS1	lincRNA	7344	4168
ENSG00000207172	RNU6-1162P	snRNA	104	104
ENSG00000197283	SYNGAP1	protein_coding	33620	7013
ENSG00000207173	Y_RNA	misc_RNA	101	101
ENSG00000207170	RNU6-1215P	snRNA	102	102
ENSG00000197284	RP11-589F5.3	pseudogene	3658	3658
ENSG00000207171	SNORA51	snoRNA	131	131
ENSG00000148396	SEC16A	protein_coding	37593	12102
ENSG00000207178	RNU6-1122P	snRNA	107	107
ENSG00000207176	Y_RNA	misc_RNA	98	98
ENSG00000207177	SNORA51	snoRNA	134	134
ENSG00000041515	MYO16	protein_coding	611856	8994
ENSG00000207174	SNORD116-15	snoRNA	92	92
ENSG00000207175	RNU1-67P	snRNA	164	164
ENSG00000222750	RNU4-46P	snRNA	138	138
ENSG00000222755	RN7SKP206	misc_RNA	293	293
ENSG00000148399	DPH7	protein_coding	24032	4475
ENSG00000207161	Y_RNA	misc_RNA	111	111
ENSG00000207162	RNU6-549P	snRNA	107	107
ENSG00000207160	RNU6-1289P	snRNA	106	106
ENSG00000148386	LCN9	protein_coding	3101	1105
ENSG00000148384	INPP5E	protein_coding	11204	3394
ENSG00000207169	RNU6-24P	snRNA	107	107
ENSG00000207167	RNU6-1340P	snRNA	107	107
ENSG00000207168	SNORA15	snoRNA	133	133
ENSG00000207165	SNORA70	snoRNA	135	135
ENSG00000207166	SNORA68	snoRNA	133	133
ENSG00000207163	RNU6-905P	snRNA	107	107
ENSG00000207164	Y_RNA	misc_RNA	112	112
ENSG00000222760	RNU4-53P	snRNA	140	140
ENSG00000222761	RNU6-684P	snRNA	106	106
ENSG00000222764	RN7SKP106	misc_RNA	272	272
ENSG00000222765	RNU2-40P	snRNA	196	196
ENSG00000222767	Y_RNA	misc_RNA	95	95
ENSG00000207150	RNU6-185P	snRNA	107	107
ENSG00000207151	Y_RNA	misc_RNA	102	102
ENSG00000207158	RNU6-929P	snRNA	107	107
ENSG00000207156	RNU6-505P	snRNA	107	107
ENSG00000246731	CTD-2514K5.2	antisense	3363	2522
ENSG00000207157	RNY3P4	misc_RNA	101	101
ENSG00000207154	RNU1-46P	snRNA	164	164
ENSG00000207155	Y_RNA	misc_RNA	108	108
ENSG00000207153	RNU6-933P	snRNA	107	107
ENSG00000222770	AC138761.1	miRNA	88	88
ENSG00000222774	RN7SKP121	misc_RNA	305	305
ENSG00000222776	AE000659.1	miRNA	82	82
ENSG00000222777	RNU6-233P	snRNA	141	141
ENSG00000222778	RNA5SP144	rRNA	116	116
ENSG00000148377	IDI2	protein_coding	6953	1359
ENSG00000148362	C9orf142	protein_coding	1567	1367
ENSG00000124391	IL17C	protein_coding	1883	1379
ENSG00000065534	MYLK	protein_coding	274283	22166
ENSG00000089505	CMTM1	protein_coding	12747	1467
ENSG00000222701	Y_RNA	misc_RNA	117	117
ENSG00000222704	RN7SKP182	misc_RNA	298	298
ENSG00000222705	RN7SKP39	misc_RNA	322	322
ENSG00000222706	RN7SKP89	misc_RNA	242	242
ENSG00000124399	RP11-663P9.2	pseudogene	895	405
ENSG00000065548	ZC3H15	protein_coding	23208	3125
ENSG00000148356	LRSAM1	protein_coding	52016	4365
ENSG00000148357	HMCN2	protein_coding	262629	12366
ENSG00000222713	RN7SKP51	misc_RNA	304	304
ENSG00000222714	RN7SKP38	misc_RNA	309	309
ENSG00000222715	MIR1911	miRNA	80	80
ENSG00000222717	AC016553.1	miRNA	84	84
ENSG00000148358	GPR107	protein_coding	86744	9135
ENSG00000124370	MCEE	protein_coding	20556	1624
ENSG00000222719	AC116038.2	miRNA	99	99
ENSG00000148341	SH3GLB2	protein_coding	21268	6814
ENSG00000222720	AC027307.1	miRNA	82	82
ENSG00000222721	RN7SKP188	misc_RNA	317	317
ENSG00000222722	AL161790.1	miRNA	74	74
ENSG00000148346	LCN2	protein_coding	4385	2057
ENSG00000222724	RNU2-63P	snRNA	194	194
ENSG00000148343	FAM73B	protein_coding	35462	6302
ENSG00000148344	PTGES	protein_coding	14717	1896
ENSG00000124374	PAIP2B	protein_coding	44345	6279
ENSG00000222726	RNU2-7P	snRNA	178	178
ENSG00000222727	RNU4-64P	snRNA	131	131
ENSG00000222729	RNU2-67P	snRNA	106	106
ENSG00000124383	MPHOSPH10	protein_coding	19788	4673
ENSG00000148331	ASB6	protein_coding	5274	2330
ENSG00000124380	SNRNP27	protein_coding	12016	2275
ENSG00000065526	SPEN	protein_coding	92597	13294
ENSG00000065518	NDUFB4	protein_coding	6192	1889
ENSG00000222730	AC092296.1	miRNA	99	99
ENSG00000222732	AC008671.1	miRNA	114	114
ENSG00000148334	PTGES2	protein_coding	7770	3039
ENSG00000222733	RNY4P29	misc_RNA	97	97
ENSG00000148335	NTMT1	protein_coding	27047	2674
ENSG00000222736	RNU4-6P	snRNA	122	122
ENSG00000148339	SLC25A25	protein_coding	41045	4979
ENSG00000148337	CIZ1	protein_coding	38320	5074
ENSG00000100380	ST13	protein_coding	32488	4147
ENSG00000090530	LEPREL1	protein_coding	165710	5605
ENSG00000207104	RNU6-434P	snRNA	107	107
